id;username;listento;delay
182;CelLuca;Teste8192;37
183;MacBook;Teste8192;63359
185;MacBook;Teste8192;63412
187;CelLuca;Teste8192;49
188;MacBook;Teste8192;63347
190;CelLuca;Teste8192;12
191;MacBook;Teste8192;63433
192;CelLuca;Teste8192;78
194;MacBook;Teste8192;63479
196;CelLuca;Teste8192;104
198;CelLuca;Teste8192;73
199;MacBook;Teste8192;63396
201;MacBook;Teste8192;63477
202;CelLuca;Teste8192;77
204;MacBook;Teste8192;63175
205;CelLuca;Teste8192;246
206;CelLuca;Teste8192;395
207;MacBook;Teste8192;62930
209;MacBook;Teste8192;62922
211;CelLuca;Teste8192;447
212;MacBook;Teste8192;62696
213;CelLuca;Teste8192;664
215;MacBook;Teste8192;62683
217;CelLuca;Teste8192;807
219;CelLuca;Teste8192;750
220;MacBook;Teste8192;62559
221;MacBook;Teste8192;62633
223;CelLuca;Teste8192;764
224;MacBook;Teste8192;62508
225;CelLuca;Teste8192;845
227;CelLuca;Teste8192;895
229;MacBook;Teste8192;62401
231;CelLuca;Teste8192;929
232;MacBook;Teste8192;62382
234;MacBook;Teste8192;62363
235;CelLuca;Teste8192;984
236;MacBook;Teste8192;62430
237;CelLuca;Teste8192;928
240;CelLuca;Teste8192;988
242;MacBook;Teste8192;62228
243;CelLuca;Teste8192;926
244;MacBook;Teste8192;62379
245;MacBook;Teste8192;62454
247;CelLuca;Teste8192;916
249;CelLuca;Teste8192;929
250;MacBook;Teste8192;62372
251;MacBook;Teste8192;62411
252;CelLuca;Teste8192;968
254;MacBook;Teste8192;62472
256;CelLuca;Teste8192;920
257;MacBook;Teste8192;62509
259;CelLuca;Teste8192;915
261;MacBook;Teste8192;62499
262;CelLuca;Teste8192;870
263;CelLuca;Teste8192;831
264;MacBook;Teste8192;62485
530;MacBook;Teste8192;62934
531;CelLuca;Teste8192;439
533;MacBook;Teste8192;62988
534;CelLuca;Teste8192;440
367;MacBook;Teste8192;62920
371;MacBook;Teste8192;62906
372;MacBook;Teste8192;62732
382;MacBook;Teste8192;63116
384;MacBook;Teste8192;62773
397;MacBook;Teste8192;62779
405;MacBook;Teste8192;62850
409;MacBook;Teste8192;62894
414;CelLuca;Teste8192;5089
425;CelLuca;Teste8192;3803
426;CelLuca;Teste8192;3735
435;MacBook;Teste8192;62728
436;CelLuca;Teste8192;3412
438;MacBook;Teste8192;62822
446;CelLuca;Teste8192;2725
453;CelLuca;Teste8192;2026
454;MacBook;Teste8192;62775
457;CelLuca;Teste8192;1985
459;MacBook;Teste8192;62955
464;CelLuca;Teste8192;1857
465;CelLuca;Teste8192;1711
466;CelLuca;Teste8192;1554
467;CelLuca;Teste8192;1399
468;CelLuca;Teste8192;1274
469;CelLuca;Teste8192;1120
470;CelLuca;Teste8192;962
471;CelLuca;Teste8192;808
472;CelLuca;Teste8192;648
473;CelLuca;Teste8192;723
484;CelLuca;Teste8192;441
485;CelLuca;Teste8192;293
487;MacBook;Teste8192;62219
488;MacBook;Teste8192;62392
489;MacBook;Teste8192;62528
496;CelLuca;Teste8192;754
497;MacBook;Teste8192;62735
690;MacBook;Teste8192;62799
695;CelLuca;Teste8192;424
696;CelLuca;Teste8192;321
698;MacBook;Teste8192;62553
699;MacBook;Teste8192;62720
700;MacBook;Teste8192;62877
701;MacBook;Teste8192;62784
702;CelLuca;Teste8192;582
723;CelLuca;Teste8192;553
724;MacBook;Teste8192;62928
725;CelLuca;Teste8192;473
726;MacBook;Teste8192;62986
727;CelLuca;Teste8192;364
728;MacBook;Teste8192;62601
729;MacBook;Teste8192;62709
730;MacBook;Teste8192;62760
731;MacBook;Teste8192;62864
732;MacBook;Teste8192;62923
733;MacBook;Teste8192;63017
258;CelAndroid;Teste8192;1030
260;CelAndroid;Teste8192;1039
265;CelAndroid;Teste8192;1040
532;CelAndroid;Teste8192;1370
365;CelAndroid;Teste8192;1352
368;CelAndroid;Teste8192;1230
369;CelAndroid;Teste8192;1302
370;CelAndroid;Teste8192;1449
373;CelAndroid;Teste8192;1172
376;CelAndroid;Teste8192;1456
379;CelAndroid;Teste8192;1500
383;CelAndroid;Teste8192;1622
385;CelAndroid;Teste8192;1260
387;CelAndroid;Teste8192;1339
388;CelAndroid;Teste8192;1397
406;CelAndroid;Teste8192;1172
410;CelAndroid;Teste8192;1460
434;CelAndroid;Teste8192;1363
437;CelAndroid;Teste8192;1391
458;CelAndroid;Teste8192;1373
463;CelAndroid;Teste8192;1535
486;CelAndroid;Teste8192;1559
494;CelAndroid;Teste8192;1122
495;CelAndroid;Teste8192;1266
676;CelAndroid;Teste8192;1315
697;CelAndroid;Teste8192;1542
703;CelAndroid;Teste8192;1279
704;CelAndroid;Teste8192;1398
279;MacBook;Teste8192;62856
280;CelLuca;Teste8192;523
288;CelLuca;Teste8192;539
289;MacBook;Teste8192;62741
340;CelLuca;Teste8192;509
343;MacBook;Teste8192;62911
344;MacBook;Teste8192;62686
281;CelAndroid;Teste8192;1295
286;CelAndroid;Teste8192;1350
287;CelAndroid;Teste8192;1370
345;CelAndroid;Teste8192;1079
